,Name,Age,Gender,Net_Worth,Region,Company
2020,Igor Altushkin,43.0,male,1.7,Europe,Russian Copper Company
2021,Jeffrey Lorberbaum,59.0,male,1.7,North America,Mohawk Industries
2022,Joop van den Ende,72.0,male,1.7,Europe,Endemol
2023,Katsumi Tada,68.0,male,1.7,East Asia,Daito Trust Construction
2024,Kerry Stokes,73.0,male,1.7,North America,Seven Canberra
2017,Huang Bingwen,60.0,male,1.7,North America,Shantou Dongfeng Printing
723,Gordon Getty,45.0,male,1.7,North America,Getty 
2018,Huang Li,50.0,male,1.7,East Asia,Wuhan Guide Infrared
2019,Huang Wei,54.0,male,1.7,East Asia,Xinhu Zhongbao
2045,Christian Oetker,65.0,male,1.7,Europe,Oetker-Gruppe
2044,Carl Ferdinand Oetker,41.0,male,1.7,Europe,Oetker-Gruppe
697,Ingvar Kamprad,69.0,male,1.7,Europe,IKEA
696,Masakuni Osano,,male,1.7,East Asia,Kyo-Ya Company
695,John Dorrance,52.0,male,1.7,Europe,Campbell Soup
694,Goulandris family,,,1.7,Europe,Fitzwilton
693,Eliodoro Matte,50.0,male,1.7,Latin America,CMPC
722,Boonchai Bencharongkul,,male,1.7,East Asia,Total Access Communications
2029,Martua Sitorus,54.0,male,1.7,East Asia,Wilmar International
724,Theodore Waitt,33.0,male,1.7,North America,Gateway
2053,Stefano Gabbana,51.0,male,1.7,Europe,Dolce & Gabbana
2051,Richard Oetker,63.0,male,1.7,Europe,Oetker-Gruppe
2050,Nelson Peltz,71.0,male,1.7,North America,Trian Fund Management
725,Harry Brakemann Helmsley,,male,1.7,North America,Helmsley hotels
2043,Bergit Douglas,67.0,female,1.7,Europe,Oetker-Gruppe
2052,Rosely Schweizer,73.0,female,1.7,Europe,Oetker-Gruppe
2048,Hoang Kieu,69.0,male,1.7,North America,RAAS
2049,Julia Oetker,35.0,female,1.7,Europe,Oetker-Gruppe
2047,Edgar de Picciotto,84.0,male,1.7,Europe,Union Bancaire Privee
2046,Domenico Dolce,55.0,male,1.7,Europe,Dolce & Gabbana
2031,Patokh Chodiev,61.0,male,1.7,Europe,Eurasion natural Resources Corporation
2030,N.R. Narayana Murthy,67.0,male,1.7,South Asia,Infosys
726,Joan Kroc,,female,1.7,North America,McDonald's
2074,Jon Stryker,55.0,male,1.6,North America,Stryker Corporation
2075,Joyce Raley Teel,83.0,female,1.6,North America,Raley's
2073,"Joe Jamail, Jr.",88.0,male,1.6,North America,
2076,Julio Bozano,78.0,male,1.6,Latin America,Banco Bozano Simonsen
2077,Karel Komarek,44.0,male,1.6,Europe,KKCG Group
2078,Lee Jay-Hyun,53.0,male,1.6,East Asia,CJ Group
2082,Mario Gabelli,71.0,male,1.6,North America,Gabelli Asset Management Company
939,Chen Din Hwa,78.0,male,1.6,East Asia,Nan Fung Textiles
938,Andrew McKelvey,,male,1.6,North America,Monster Worldwide
937,Abilio dos Santos Diniz,64.0,male,1.6,Latin America,Companhia Brasileira de Distribui?ao
2081,Mangal Prabhat Lodha,58.0,male,1.6,South Asia,Lodha Group
2080,Louis Bacon,55.0,male,1.6,North America,Moore Capital Management
2079,Liang Xinjun,46.0,male,1.6,East Asia,Fosun Group
2071,James Irsay,54.0,male,1.6,North America,Indianapolis Colts
2072,"Jim Justice, II.",62.0,male,1.6,North America,Bluestone Industries
2055,Achmad Hamami,83.0,male,1.6,East Asia,Trakindo Utama
2070,Huang Shaowu,43.0,male,1.6,East Asia,Shenzhen Aisidi
2062,D. Leopoldo Del Pino y Calvo-Sotelo,52.0,male,1.6,Europe,Ferrovial
2056,Alan Howard,50.0,male,1.6,Europe,Brevan Howard Asset Management
2057,Albert von Thurn und Taxis,30.0,male,1.6,Europe,von Thurn and Taxis family
2058,Alfred James Clark,86.0,male,1.6,North America,Clark Enterprises
2059,Andrea Della Valle,48.0,male,1.6,Europe,Tod's
2060,Cao Kejian,51.0,male,1.6,East Asia,Zhejiang Kaishan Compressor
2061,"Chase Coleman, III.",38.0,male,1.6,North America,Tiger Global Management
941,Dennis Washington,66.0,male,1.6,North America,Washington Companies
2069,Hamilton James,62.0,male,1.6,North America,Blackstone Group
2063,David Einhorn,45.0,male,1.6,North America,Greenlight Capital
2064,Denise Coates,46.0,female,1.6,Europe,Bet365
2065,Don Hankey,70.0,male,1.6,North America,Hankey Group
2066,Gao Dekang,62.0,male,1.6,East Asia,Bosideng International
2067,Gary Burrell,76.0,male,1.6,North America,Garmin
2068,Gu Wei,49.0,male,1.6,East Asia,Shenzhen MTC
940,Dennis Bakke,,male,1.6,North America,AES Corporation
948,Kemal Uzan,66.0,male,1.6,Middle East/North Africa,
942,Didier Primat,56.0,male,1.6,Europe,Schlumberger
2099,Venugopal Dhoot,62.0,male,1.6,South Asia,Videocon Electronics
2101,Wen Jianping,52.0,male,1.6,East Asia,Beijing Originwater Technology
2102,Wong Luen Hei,52.0,male,1.6,East Asia,China Lesso Group
2103,Yoshikazu Tanaka,37.0,male,1.6,East Asia,"GREE, Inc"
2104,Yuri Gushchin,69.0,male,1.6,Europe,Obyedinennye Konditery
2105,Zhou Chengjian,48.0,male,1.6,East Asia,Metersbonwe Group
2106,Ahsen Ozokur,63.0,female,1.6,Middle East/North Africa,Yildiz Holding
749,Gerald Cavendish Grosvenor,44.0,male,1.6,Europe,Grosvenor Group
748,Anton Rupert,,male,1.6,Sub-Saharan Africa,Rembrandt Group
747,Kunio Busujima,-42.0,male,1.6,East Asia,Sankyo
746,Kenkichi Nakajima,,male,1.6,East Asia,Heiwa
745,R Budi Hartono,55.0,male,1.6,East Asia,Djarum
744,Lo Ying Shek,,male,1.6,East Asia,Great Eagle Holdings
743,Klaus Tschira,55.0,male,1.6,Europe,SAP AG
734,Rochling family,,,1.6,Europe,Rochling Group
733,Paul-Louis Halley,,male,1.6,Europe,Promodes
732,Luis Carlos Sarmiento Angulo,63.0,male,1.6,Latin America,"Grupo Aval Acciones y Valores, SA"
2107,Ali Ibrahim Agaoglu,60.0,male,1.6,Middle East/North Africa,Agaoglu Group
2108,Ana Maria Brescia Cafferata,89.0,female,1.6,Latin America,Grupo Prescia (now Pandora Group)
2109,Ana Maria Marcondes Penido Sant'Anna,58.0,female,1.6,Latin America,CCR Group
2110,Benu Gopal Bangur,82.0,male,1.6,South Asia,Shree Cement
2111,Cesar Mata Pires,,male,1.6,Latin America,OAS SA
2112,Christoph Henkel,,male,1.6,Europe,Henkel Ag
2113,Manuel Moroun,86.0,male,1.6,North America,CenTra Inc.
2114,Rosa Brescia Cafferata,87.0,female,1.6,Latin America,Grupo Prescia (now Pandora Group)
2115,Thomas Steyer,56.0,male,1.6,North America,Farallon Capital Management
2116,Wong Kwong Yu,44.0,male,1.6,East Asia,Gome
771,Riley Bechtel,43.0,male,1.6,North America,Bechtel Corporation
772,Peter Nicholas,55.0,male,1.6,North America,Boston Scientific
776,Stephen Bechtel,70.0,male,1.6,North America,Bechtel Corporation
943,Gary Magness,47.0,male,1.6,North America,TCI
2100,Vincent Tan,62.0,male,1.6,East Asia,Berjaya Corporation Berhad
2098,Tsai Ming-Kai,63.0,male,1.6,East Asia,MediaTek
959,Vladimir Bogdanov,49.0,male,1.6,Europe,Surgutneftegaz
944,George Mitchell,81.0,male,1.6,North America,Mitchell Energy and Development Co
945,Gil Shwed,33.0,male,1.6,Middle East/North Africa,Check Point
946,Jackson Stephens,77.0,male,1.6,North America,Stephens Group
947,Jean-Louis Dumas,62.0,male,1.6,Europe,Hermes
949,Kwek Leng Beng,60.0,male,1.6,East Asia,Hong Leong Group
950,Lee Kun-Hee,59.0,male,1.6,East Asia,Samsung
951,Michael Birck,,male,1.6,North America,Tellabs
952,Perry Bass,86.0,male,1.6,North America,Bass Brothers Enterprises
953,Richard DeVos,75.0,male,1.6,North America,Amway
954,Robert Johnson,54.0,male,1.6,North America,Black Entertainment Television
955,Roberto Rocca,,male,1.6,Latin America,Techint
956,Sanford Weill,68.0,male,1.6,North America,"Cogan, Berlind, Weill & Levitt"
957,Stanley Hubbard,67.0,male,1.6,North America,Hubbard Broadcasting Inc
2097,Thaksin Shinawatra,64.0,male,1.6,East Asia,Advanced Info Service
958,Tetsuro Funai,74.0,male,1.6,East Asia,Funai Electric
960,William Morean,45.0,male,1.6,North America,Jabil Circuit
2091,Robert Miller UK,76.0,male,1.6,Europe,Duty Free Shopping
2096,Suhon Lin,86.0,male,1.6,East Asia,Chang Chun Group
2095,Stephen Jarislowsky,88.0,male,1.6,North America,Jarislowsky Fraser Limited
2094,Simonpietro Salini,81.0,male,1.6,Europe,Salini Impregilo
2093,Scott Cook,61.0,male,1.6,North America,Intuit
2083,Mehmet Sinan Tara,55.0,male,1.6,Middle East/North Africa,Enka insaat ve Sanayi
2092,Roberto Angelini Rossi,65.0,male,1.6,Latin America,Angelini Group
2090,Richard Elman,74.0,male,1.6,Europe,Noble Group
2089,Ray Davis,72.0,male,1.6,North America,Energy Transfer Partners
2088,Pollyanna Chu,56.0,female,1.6,East Asia,Kingston Financial
2087,Pierre Papillaud,78.0,male,1.6,Europe,Roxane
2086,Phillip Ragon,64.0,male,1.6,North America,InterSystems
2085,Pham Nhat Vuong,45.0,male,1.6,East Asia,Vingroup
2084,Patrick Ryan,76.0,male,1.6,North America,Aon Corporation
777,Peugeot family,,,1.5,Europe,Peugeot
778,Karl Diehl,,male,1.5,Europe,Diehl Stiftung
786,Simon family,,,1.5,Europe,
2146,Mehmet Karamehmet,69.0,male,1.5,Middle East/North Africa,Cukurova Holding
788,John Jahr,,male,1.5,Europe,
2148,Monique Louis-Dreyfus,74.0,female,1.5,Europe,Louis-Dreyfus Goup
2147,Mehmet Nazif Gunal,66.0,male,1.5,Middle East/North Africa,MNG Holding
2172,Zhang Changhong,55.0,male,1.5,East Asia,DZH/Shanghai Great Wisdom
2171,Wilma Tisch,86.0,female,1.5,North America,Loews Corporation
2170,William Ackman,47.0,male,1.5,North America,Pershing Square Capital Management
2169,Sergei Katsiev,56.0,male,1.5,Europe,Megapolis
2168,Richard Scaife,81.0,male,1.5,North America,Mellon
2167,Isidoro Alvarez,79.0,male,1.5,Europe,El Corte Ingles
2166,Ajay Piramal,58.0,male,1.5,South Asia,Piramel
2165,Zhu Yicai,49.0,male,1.5,East Asia,Yurun Food
2164,Yuriy Kosiuk,45.0,male,1.5,Europe,MHP
2163,Wen Yibo,48.0,male,1.5,East Asia,The Sound Group
2162,Vinod Khosla,59.0,male,1.5,North America,Sun Microsystems
2161,Victor Gradin,81.0,male,1.5,Latin America,Odebrecht
2160,Vichai Srivaddhanaprabha,56.0,male,1.5,East Asia,King Power Duty Free
2159,Vadim Novinsky,50.0,male,1.5,Europe,Smart-Holding
2158,Tom Benson,86.0,male,1.5,North America,Benson Financial
2157,Thomas Lee,69.0,male,1.5,North America,Thomas H. Lee Partners
2156,Sergio Lins Andrade,66.0,male,1.5,Latin America,Andrade Gutierrez
2155,Senapathy Gopalakrishnan,58.0,male,1.5,South Asia,Infosys
2154,Saad Hariri,43.0,male,1.5,Middle East/North Africa,Saudi Oger
2153,Robert Coyiuto Jr,61.0,male,1.5,East Asia,Prudential Guarantee & Assurance
2152,Richard Hayne,66.0,male,1.5,North America,Urban Outfitters
2151,Ravi Jaipuria,59.0,male,1.5,South Asia,RJ Corp
2150,Paul Singer,69.0,male,1.5,North America,Elliott Associates
2149,Murali Divi,62.0,male,1.5,South Asia,Divis Laboratories
787,Albert von Thurn und Taxis,12.0,male,1.5,Europe,von Thurn and Taxis family
837,James Cargill,71.0,male,1.5,North America,Cargill
789,Freudenberg family,,,1.5,Europe,Freudenberg Group
1027,Richard Kinder,54.0,male,1.5,North America,Kinder Morgan Energy Partners
2128,Farris Wilks,62.0,male,1.5,North America,Frac Tech
2127,Ezra Nahmad,68.0,male,1.5,Europe,
2125,Dan Wilks,57.0,male,1.5,North America,Frac Tech
2124,Chen Yung-Tai,78.0,male,1.5,East Asia,Aurora Group
2123,Chen Tianqiao,41.0,male,1.5,East Asia,Shanda Interactive Entertainment
2122,Chang Yung Fa,86.0,male,1.5,East Asia,Evergreen Group
2121,Bulent Eczacibasi,64.0,male,1.5,Middle East/North Africa,Eczacibasi Holding
2120,Andrei Bokarev,47.0,male,1.5,Europe,CJSC Transmashholding
2119,Alfredo Harp Helu,69.0,male,1.5,Latin America,Banamex
2118,Alexandre Grendene Bartelle,64.0,male,1.5,Latin America,Grendene
2117,Alexander Frolov,49.0,male,1.5,Europe,Evraz
1032,Tiong Hiew King,65.0,male,1.5,East Asia,Rimbunan Hijau Group
1031,Steven Rales,48.0,male,1.5,North America,Danaher
1030,Stelios Haji-Ioannou,,male,1.5,Europe,Easy Jet
1029,Roberto Marinho,,male,1.5,Latin America,Globo Organizations
2129,Faruk Eczacibasi,59.0,male,1.5,Middle East/North Africa,Eczacibasi Holding
2130,Francesco Gaetano Caltagirone,70.0,male,1.5,Europe,Caltagirone Holdings
2131,Gary Michelson,65.0,male,1.5,North America,Medtronic
790,Lakshmi Mittal,45.0,male,1.5,South Asia,ArcelorMittal
2145,Massimo Moratti,68.0,male,1.5,Europe,Saras SPA
2144,Mark Stevens,54.0,male,1.5,North America,Sequoia Capital
2143,Marie-Jeanne Meyer,72.0,female,1.5,Europe,Louis-Dreyfus Goup
2142,Maria Del Pino y Calvo-Sotelo,57.0,female,1.5,Europe,Ferrovial
2141,Lam Kong,49.0,male,1.5,East Asia,China Medical Systems
2140,Koo Bon-Moo,69.0,male,1.5,East Asia,LG Group
2139,Juan Carlos Escotet,54.0,male,1.5,Latin America,Banesco
2132,Gregorio Perez Companc,78.0,male,1.5,Latin America,Petrolera Perez Companc
2138,Jose Llado Fernandez-Urrutia,79.0,male,1.5,Europe,Tecnicas Reunidas
2137,John Henry,64.0,male,1.5,North America,John W. Henry & Company
2136,Jimmy Haslam,60.0,male,1.5,North America,Pilot Flying J
2135,Huang Shih Tsai,62.0,male,1.5,East Asia,Greater China International Investment Group
2134,Horst Brandstaetter,80.0,male,1.5,Europe,Brandstatter Group
2133,He Qiaonu,48.0,female,1.5,East Asia,Beijing Orient Landscape
1028,Richard Marriott,62.0,male,1.5,North America,Marriot
2126,Erika Pohl-Stroher,95.0,female,1.5,Europe,Wella AG
1026,Richard Goldman,,male,1.5,North America,Goldman Insurance and Risk Management
1009,Carl Berg,63.0,male,1.5,North America,Berg and Berg
1007,Bennett Dorrance,58.0,male,1.5,North America,Campbell Soup
1006,Abdul Al Rahman  Al Jeraisy,,male,1.5,Middle East/North Africa,Jeraisy Group
838,Margaret Cargill,76.0,female,1.5,North America,Cargill
836,John Abele,79.0,male,1.5,North America,Boston Scientific
814,Shi Wen-long,,male,1.5,East Asia,Chi Mei Corporation
806,Sergio Mantegazza,68.0,male,1.5,Europe,Globus
805,Martin Ebner,,male,1.5,Europe,BZ Bank
804,Willi and Isolde Liebherr,,married couple,1.5,Europe,Liebherr
1025,Rem Viakhirev,,male,1.5,Europe,Gazprom
800,Juffali family,,,1.5,Middle East/North Africa,Juffali Group
799,Bernardo Garza Sada,,male,1.5,Latin America,Grupo ALFA
798,Ananda Krishnan,57.0,male,1.5,East Asia,Usaha Tegas Sdn Bhd
797,Yeoh Tiong Lay,,male,1.5,East Asia,YTL Corporation
792,Martin Hilti,,male,1.5,Europe,Hilti
791,Kenshin Oshima,48.0,male,1.5,East Asia,SFCG
1008,Billy Joe McCombs,73.0,male,1.5,North America,Red McCombs Automotive Group
815,Prachai Leophairatana,,male,1.5,East Asia,Thai Petrochemical Industry
1010,Carlos Peralta,49.0,male,1.5,Latin America,Groupo IUSA
1017,Henry Yuen,,male,1.5,North America,Gemstar-TV Guide International
1023,Marius Nacht,35.0,male,1.5,Middle East/North Africa,Check Point
1022,Luis Carlos Sarmiento Angulo,68.0,male,1.5,Latin America,"Grupo Aval Acciones y Valores, SA"
1021,Laurance Rockefeller,90.0,male,1.5,North America,Standard Oil
1020,Kim Magness,,male,1.5,North America,TeleCommunications Inc
1019,Kenneth Troutt,53.0,male,1.5,North America,Excel Communications
1011,Christoph Blocher,,male,1.5,Europe,EMS-Chemie
1018,John Sobrato,61.0,male,1.5,North America,Sobrato Organization
1024,Mitchell Rales,44.0,male,1.5,North America,Danaher
1016,Henry Kravis,57.0,male,1.5,North America,Kohlberg Kravis Roberts
1015,Harold Simmons,69.0,male,1.5,North America,
1014,George Roberts,56.0,male,1.5,North America,Kohlberg Kravis Roberts
1013,Frank Batten,74.0,male,1.5,North America,The Weather Channel
1012,Enric Bernat,,male,1.5,Europe,Chupa Chups
2216,Pyotr Kondrashev,64.0,male,1.4,Europe,Silvinit
2213,Peter Gilgan,63.0,male,1.4,North America,Mattamy Homes
2214,Peter Unger,69.0,male,1.4,Europe,Auto-Teile-Unger
2217,Radovan Vitek,42.0,male,1.4,Europe,CPI
2218,Ranjan Pai,41.0,male,1.4,South Asia,Manipal Education & Medical Group
2219,Remo Ruffini,52.0,male,1.4,Europe,Moncler
2215,Petter Stordalen,51.0,male,1.4,Europe,Home Invest
2211,Oleg Tinkov,46.0,male,1.4,Europe,Tinkoff Brewery
2212,Paolo Bulgari,76.0,male,1.4,Europe,Bulgari
2210,Nicola Bulgari,73.0,male,1.4,Europe,Bulgari
2209,"Nicholas Pritzker, II.",70.0,male,1.4,North America,Hyatt
2208,Nandan Nilekani,58.0,male,1.4,South Asia,Infosys
2221,"Richard Yuengling, Jr.",70.0,male,1.4,North America,Yuengling
2207,Michel Chalhoub,82.0,male,1.4,Europe,Chalhoub Group
2206,Michael Ashcroft,68.0,male,1.4,Europe,Michael A. Ashcroft Associates
2220,Richard Chilton Jr,55.0,male,1.4,North America,Chilton Investment Company
2232,Yuri Kovalchuk,62.0,male,1.4,Europe,Russia bank
2222,Roman Avdeev,46.0,male,1.4,Europe,Credit Bank of Moscow
2223,Shlomo Eliahu,78.0,male,1.4,Middle East/North Africa,Eliyahu Insurance Company
2224,Takao Yasuda,64.0,male,1.4,East Asia,Don Quijote
2225,Todd Wagner,53.0,male,1.4,North America,Broadcast.com
2226,Vladimir Iorich,55.0,male,1.4,Europe,Mechel AOA
2227,Vladimir Scherbakov,64.0,male,1.4,Europe,Avtotor Holding
2228,Wang Jing,41.0,male,1.4,East Asia,Beijing Xinwei Telecom Technology
2229,Wang Kunxiao,44.0,male,1.4,East Asia,Yantai Jereh Oilfield Services Group
2230,Xiong Xuqiang,57.0,male,1.4,East Asia,Ningbo Yinyi Group
2231,Yoshiko Mori,73.0,female,1.4,East Asia,Mori Building
2233,Andrew Cherng,,male,1.4,North America,Panda Express
2234,Anne Gittinger,78.0,female,1.4,North America,Nordstrom
2235,"Anton Kathrein, Jr.",29.0,male,1.4,Europe,Katherine Werke AG
2236,Henry Swieca,56.0,male,1.4,North America,Highbridge Capital Management
2204,Marius Nacht,48.0,male,1.4,Middle East/North Africa,Check Point
2205,Max Michel Suberville,81.0,male,1.4,Latin America,FEMSA
2176,Anatoly Lomakin,61.0,male,1.4,Europe,International Potassium Company (MMK)
2203,Luis Enrique Yarur Rey,63.0,male,1.4,Latin America,Banco de Credito e Inversiones (BCI)
2187,Els Blokker,66.0,female,1.4,Europe,Blokker Holding
2238,Kazuo Okada,71.0,male,1.4,East Asia,Wynn Resorts
2173,Alan Gerry,84.0,male,1.4,North America,Cablevision Industries
2174,Albert Blokker,68.0,male,1.4,Europe,Blokker Holding
2175,Alberto Cortina,68.0,male,1.4,Europe,Construcciones y Contratas
2177,Aziz Akhannouch,53.0,male,1.4,Middle East/North Africa,Akwa Group
2178,Billy Joe (Red) McCombs,86.0,male,1.4,North America,Red McCombs Automotive Group
2179,Chen Jianhua,43.0,male,1.4,East Asia,Hengli Group
2180,Christopher Cline,56.0,male,1.4,North America,Foresight Reserves
2181,Christopher Goldsbury,71.0,male,1.4,North America,Pace Foods
2182,Clement Fayat,82.0,male,1.4,Europe,Fayat
2183,David Walentas,75.0,male,1.4,North America,Dumbo
2184,Dmitry Kamenshchik,45.0,male,1.4,Europe,Moscow Domodedovo Airport.
2185,Dmitry Mazepin,45.0,male,1.4,Europe,Uralchem
2186,Edmund Ansin,77.0,male,1.4,North America,Sunbeam Television
1099,Pierre Bellon,71.0,male,1.4,Europe,Sodexo
2202,Lina Maria Aguiar,76.0,female,1.4,Latin America,Bradesco
2188,Farkhad Akhmedov,58.0,male,1.4,Europe,Northgas
2189,Francesco Saverio Salini,78.0,male,1.4,Europe,Salini Impregilo
2190,Gian Marco Moratti,77.0,male,1.4,Europe,Saras SPA
2191,Gleb Fetisov,47.0,male,1.4,Europe,Alfa Group
2192,Hamdi Ulukaya,42.0,male,1.4,Middle East/North Africa,Chobani
2193,Hong Ra-Hee,68.0,female,1.4,East Asia,Samsung
2194,J. Joe Ricketts,72.0,male,1.4,North America,TD Ameritrade
2195,James Clark,69.0,male,1.4,North America,Netscape Communications Corporation
2196,Joao Alves de Queiroz Filho,61.0,male,1.4,Latin America,Hypermarcas
2197,Jonathan Gray,44.0,male,1.4,North America,Blackstone Group
2198,Kagemasa Kozuki,73.0,male,1.4,East Asia,Konami Corporation
2199,Larry Robbins,44.0,male,1.4,North America,Glenview Capital Management
2200,Lei Jufang,61.0,female,1.4,East Asia,Tibet Cheezheng Tibetan Medicine
2201,Len Ainsworth,90.0,male,1.4,North America,Aristocrat Leisure Limited
2237,Jonathan Oringer,39.0,male,1.4,North America,Shutterstock
1100,Rafael del Pino,80.0,male,1.4,Europe,Ferrovial
2239,Keeree Kanjanapas,64.0,male,1.4,East Asia,BTS Skytrain
845,Takemitsu Takizaki,50.0,male,1.4,East Asia,Keyence
1110,William Kellogg,57.0,male,1.4,North America,Khol's
1109,William Ford,,male,1.4,North America,Ford Motor Company
1108,Willi and Isolde Liebherr,,married couple,1.4,Europe,Liebherr
1107,Thomas Frist,62.0,male,1.4,North America,Hostpital Corporation of America
1106,Stephen Case,49.0,male,1.4,North America,AOL
1105,Stein Erik Hagen,44.0,male,1.4,Europe,RIMI
1104,Stanley Druckenmiller,47.0,male,1.4,North America,Duquesne Capital
1103,Soichiro Fukutake,55.0,male,1.4,East Asia,Benesse Corporation
1102,Roman Abramovich,34.0,male,1.4,Europe,Millhouse LLC
1101,Robert McNair,60.0,male,1.4,North America,Cogen Technologies
839,Michel David-Weill,,male,1.4,Europe,Lazard
840,Serge Dassault,71.0,male,1.4,Europe,Dassault Group
841,Robert Bosch Jr,68.0,male,1.4,Europe,Robert Bosch GmbH
846,Hiroshi Yamauchi,68.0,male,1.4,East Asia,Nintendo
2240,Lee Hwa-Kyung,58.0,female,1.4,East Asia,Orion Corp.
847,Tajudin Ramli,,male,1.4,East Asia,Malaysia Airlines
862,Alfonso Romo Garza,,male,1.4,Latin America,Pulsar International
863,Jorge Larrea,,male,1.4,Latin America,Grupo Mexico
864,Maria Asuncion Aramburuzabala,32.0,female,1.4,Latin America,Grupo Modelo
865,Stefan Persson,48.0,male,1.4,Europe, H&M
866,Klaus Jacobs,,male,1.4,Europe,Jacobs Suchard AG
867,Krit Ratanarak,49.0,male,1.4,East Asia,Bank of Ayudhya/Bangkok Broadcasting and Television Company
868,Ayhan Sahenk,,male,1.4,Middle East/North Africa,Dogus Holding
869,Richard Branson,45.0,male,1.4,Europe,Virgin Group
895,David Rockefeller,80.0,male,1.4,North America,Standard Oil
894,Alfred Lerner,,male,1.4,North America,MBNA
893,Maurice Greenberg,70.0,male,1.4,North America,AIG
872,Kenneth Troutt,48.0,male,1.4,North America,Excel Communications
870,James Sorenson,74.0,male,1.4,North America,Sorenson Companies
871,H Wayne Huizenga,58.0,male,1.4,North America,Waste Management
1092,Jay Van Andel,76.0,male,1.4,North America,Amway
1096,Mark Cuban,40.0,male,1.4,North America,Broadcast.com
1094,Koo Chen-fu,,male,1.4,East Asia,Koos group
1093,John van Vlissingen,62.0,male,1.4,Europe,BCD Holdings
1097,Michael Hilti,54.0,male,1.4,Europe,
1091,Gloria von Thurn und Taxis,,female,1.4,Europe,von Thurn and Taxis family
1090,George Lindemann,64.0,male,1.4,North America,"Vision Cable, Metro Mobile, Southern Union"
1089,Franklin Booth,78.0,male,1.4,North America,Berkshire Hathaway
1088,Emilio Botin,66.0,male,1.4,Europe,Grupo Santander
1087,Barbara Carlson Gage,59.0,female,1.4,North America,Carlson Inc
1098,Miuccia Prada,51.0,female,1.4,Europe,Prada
2248,"William Ford, Sr.",88.0,male,1.4,North America,Ford Motor Company
2247,Roger Penske,77.0,male,1.4,North America,Penske Racing
2246,Peggy Cherng,,female,1.4,North America,Panda Express
2245,Paul Foster,56.0,male,1.4,North America,Western Refining
2244,Patricia Angelini Rossi,59.0,female,1.4,Latin America,Angelini Group
2243,Oleg Boyko,49.0,male,1.4,Europe,Finstar Financial Group
2242,Mark Vadon,43.0,male,1.4,North America,Zulily
2241,Lin Li,50.0,male,1.4,East Asia,Liye Group
1095,Marilyn Carlson Nelson,62.0,female,1.4,North America,Carlson Inc
2320,Kim Jung-Ju,46.0,male,1.3,East Asia,Nexon
2323,Ashwin Dani,71.0,male,1.3,South Asia,Asian Paints
2312,Surin Upatkoon,64.0,male,1.3,East Asia,InTouch
2313,Thomas Sandell,53.0,male,1.3,Europe,Sandell Asset Management Corp
2314,Vadim Moshkovich,46.0,male,1.3,Europe,Rusagro
2315,Vladimir Gruzdev,47.0,male,1.3,Europe,The Seventh Continent
2316,Walter Frey,70.0,male,1.3,Europe,Emil Frey Group
2317,Wang Wenjing,49.0,male,1.3,East Asia,Yonyou Software
2318,Werner Voigt,84.0,male,1.3,Latin America,WEG
2319,Zelimkhan Mutsoev,54.0,male,1.3,Europe,Regions Group
2324,Bassam Alghanim,62.0,male,1.3,Middle East/North Africa,Alghanim Industries
2322,Anas Sefrioui,56.0,male,1.3,Middle East/North Africa,Douja Promotion Groupe Addoha
913,Reinhold Wuerth,60.0,male,1.3,Europe,Adolf Wurth Group
906,Jose Said Saffie,,male,1.3,Latin America,
2328,David Harding,52.0,male,1.3,Europe,Winton Capital Management
965,Craig McCaw,46.0,male,1.3,North America,McCaw Cellular
966,Dorrance Hill Hamilton,,female,1.3,North America,Campbell Soup
967,Amos Hosetter Jr,59.0,male,1.3,North America,Continental Cablevision
974,Lorenzo Mendoza,30.0,male,1.3,Latin America,Empresas Polar
2325,Chen Lip Keong,66.0,male,1.3,East Asia,NagaCorp
2326,Chung Yong-Jin,45.0,male,1.3,East Asia,Shinsegae Group
2327,"Daniel Harrison, III.",66.0,male,1.3,North America,Shell Oil
2329,Huang Yi,52.0,male,1.3,East Asia,Zhongsheng Group
907,Jaime Said Demarfa,,male,1.3,Latin America,
2330,Hubert d'Ornano,87.0,male,1.3,Europe,Sisley Cosmetics
2331,Konstantin Grigorishin,48.0,male,1.3,Europe,Energy Standard Group
2332,Kutayba Alghanim,68.0,male,1.3,Middle East/North Africa,Alghanim Industries
2333,Seth Klarman,56.0,male,1.3,North America,Baupost Group
2334,Soichiro Fukutake,68.0,male,1.3,East Asia,Benesse Corporation
2335,Wei Shaojun,51.0,male,1.3,East Asia,Longjitaihe
2336,Yusaku Maezawa,38.0,male,1.3,East Asia,Zozotown
964,Leslie Wexner,44.0,male,1.3,North America,Limited Brands
963,Samuel LeFrak,,male,1.3,North America,LeFrack 
962,Ralph Lauren,57.0,male,1.3,North America,Ralph Lauren
961,Donald Hall,67.0,male,1.3,North America,Hallmark Cards
908,Carlos Ardila Lulle,,male,1.3,Latin America,Organizacion Ardila Lulle
909,Julio Mario Santo Domingo,72.0,male,1.3,Latin America,Santo Domingo Group
910,Hans-Werner Hector,56.0,male,1.3,Europe,SAP AG
911,Reinhard Mohn,74.0,male,1.3,Europe,Bertelsmann
912,Baldwin and Nikolaus Knauf,,male,1.3,Europe,Edmond de Rothschild Group
2310,Stephen Saad,49.0,male,1.3,Sub-Saharan Africa,Aspen Pharmacare
